NAME	FPL	detectorid	e_ch2mev0	e_ped0	e_ch2mev1	e_ped1	e_ch2mev2	e_ped2	e_ch2mev3	e_ped3	e_ch2mev4	e_ped4	e_geo0	e_ch0	e_geo1	e_ch1	e_geo2	e_ch2	e_geo3	e_ch3	e_geo4	e_ch4
TKE	11	18	1.29	16.1	1.19	20	1.37	-10	2.16	12.3	2.05	0	0	0	0	1	0	2	0	3	0	4
